casenew	weighta	P550tpr	P344pr	P425r	A172	A093r	A094r	A121r	SexHRP	A049r	G018r	G019r	Gorx	weightar	maininc	income	expenditure	hhsize
8043	5.38608801169091	329.530690798933	913.75	1	1	1	1	3	1	2	2	1	1	1.03219332931353	0	913.75	329.530700683594	2
8041	2.3053023864809	541.756475968716	459.674	2	1	2	1	3	2	2	2	1	1	.441789614319561	1	459.674011230469	541.756469726563	2
8040	8.5217907020879	481.031637510779	749.13	1	1	1	2	3	1	3	2	2	3	1.63312138557864	0	749.130004882813	481.031646728516	3
8039	3.10780756490251	738.139734474178	864.779	2	1	4	5	3	1	2	2	1	11	.595582216688548	1	864.778991699219	738.139709472656	2
8037	5.32947580191962	230.332492528221	473.62	2	1	1	3	3	2	2	2	1	3	1.02134412945701	1	473.619995117188	230.332489013672	2
8037	6.25379695693657	285.953398511266	495.89	1	1	1	2	3	1	2	2	1	7	1.19848162299239	0	495.890014648438	285.953399658203	2
8033	6.23413924173716	377.12	501.35	1	1	1	3	1	1	3	2	2	8	1.19471440595948	0	501.350006103516	377.119995117188	3
8031	5.59725318551842	176.755448286887	297.4645	2	2	4	5	3	2	1	1	1	8	1.07266115741715	1	297.464508056641	176.755447387695	1
8029	6.41268920971049	1175	1184.99	1	1	1	2	2	1	3	2	2	6	1.22893183528688	0	1184.98999023438	1175	3
8021	4.01122641185082	566.331986866965	880.51	1	1	1	1	3	2	2	2	1	2	.768713978622644	0	880.510009765625	566.331970214844	2
8018	6.77410008620572	712.565356808758	797.66	1	1	1	1	2	1	2	2	1	4	1.29819284532794	0	797.659973144531	712.565368652344	2
8010	3.92271511640627	1175	1184.99	1	1	1	1	3	1	2	2	1	4	.751751617716462	0	1184.98999023438	1175	2
8006	4.13183644029546	66.3478170921483	188.29	2	2	4	5	3	1	1	1	1	11	.791827761119077	1	188.289993286133	66.3478164672852	1
8006	5.23911301604071	299.893223605371	783.6225	2	1	4	1	3	2	2	2	1	11	1.0040269477474	1	783.622497558594	299.893218994141	2
8006	6.31356528895532	528.557043844617	1184.99	1	1	1	1	3	1	3	3	1	4	1.20993566412206	0	1184.98999023438	528.557067871094	3
8003	8.44879228861833	891.35147246861	1184.99	1	1	1	1	3	1	2	2	1	7	1.61913192323227	0	1184.98999023438	891.351501464844	2
8000	4.06150118205115	499.706374467398	837.88	1	1	1	3	1	1	2	2	1	6	.778348667532464	0	837.880004882813	499.706359863281	2
7997	2.51861557095686	332.393504490216	690.1	1	1	2	3	1	2	5	2	3	1	.482669088548869	0	690.099975585938	332.393493652344	5
7986	2.85529120402103	878.391252836019	605.424	2	1	4	5	3	1	2	2	1	2	.547189820820036	1	605.424011230469	878.391235351563	2
7984	4.35031718892701	179.427391827786	386.41	2	1	2	3	3	1	3	1	3	2	.833697550627051	1	386.410003662109	179.427398681641	3
7984	7.22772460653126	223.8424376	506.731538461538	1	1	1	1	3	1	1	1	1	12	1.38512573667259	0	506.731536865234	223.842437744141	1
7981	5.51118468041914	282.916846595992	449.74	1	2	1	1	3	1	1	1	1	3	1.05616693440508	0	449.739990234375	282.916839599609	1
7978	9.26808887569239	220.451033592522	238.467	2	2	4	5	3	2	1	1	1	3	1.77614244182603	1	238.466995239258	220.451034545898	1
7977	5.17453710584252	498.792459045743	358.1725	2	2	4	5	3	1	1	1	1	8	.991651579280298	1	358.172485351563	498.792449951172	1
7976	5.45060572343241	276.008417012316	764.6225	1	1	1	1	3	1	2	2	1	3	1.0445575445914	0	764.622497558594	276.008422851563	2
7975	8.89527432759565	613.553576829639	1184.99	1	1	1	1	3	1	1	1	1	7	1.70469602491245	0	1184.98999023438	613.553588867188	1
7975	6.09432909884201	252.598660324957	544.46	1	2	1	2	3	1	2	2	1	11	1.16792110132845	0	544.460021972656	252.598663330078	2
7974	3.58978335825183	344.741752135114	294.964	2	1	4	5	1	1	2	2	1	1	.687948364012155	1	294.963989257813	344.741760253906	2
7966	6.42673469919841	408.394707760238	785.872	1	1	4	5	3	2	2	2	1	9	1.23162352181798	0	785.872009277344	408.394714355469	2
7965	3.3670646232173	317.55012618163	237.702	2	1	4	5	2	2	2	2	1	2	.645266404096759	1	237.701995849609	317.550140380859	2
7965	5.13182890094287	77.41	139.042	2	1	4	5	1	1	2	2	1	5	.983466951753103	1	139.042007446289	77.4100036621094	2
7964	3.65907619016481	473.792013297504	708.05	1	1	1	1	3	2	2	2	1	2	.701227686354192	0	708.049987792969	473.792022705078	2
7964	4.03616125757974	545.428798436622	344.61	2	1	4	5	3	1	1	1	1	11	.773492508303739	1	344.609985351563	545.428771972656	1
7960	4.94472149305006	89.532633223043	250.812	2	1	4	5	2	1	1	1	1	2	.947609569201444	1	250.811996459961	89.5326309204102	1
7959	7.48202368998144	951.953851750796	498.1	1	1	1	2	2	1	2	2	1	7	1.43385977462706	0	498.100006103516	951.953857421875	2
7958	5.85117466670707	1175	1184.99	1	1	1	1	3	2	4	2	3	7	1.12132283143425	0	1184.98999023438	1175	4
7949	10.233958716797	800.478367988599	1184.99	1	1	1	2	3	1	5	4	2	7	1.96124235196662	0	1184.98999023438	800.478393554688	5
7946	6.29786262624873	189.56	115.39	2	1	4	4	2	1	1	1	1	9	1.20692639586223	1	115.389999389648	189.559997558594	1
7942	5.50650513441176	393.568885662505	603.16	1	1	3	4	2	1	3	2	2	6	1.05527014323446	0	603.159973144531	393.568878173828	3
7938	5.85117466670707	420.941513960233	1120.23	1	1	1	3	2	1	4	2	3	7	1.12132283143425	0	1120.22998046875	420.941528320313	4
7932	5.30954162328969	78.3892264760599	304.44	2	2	2	3	3	1	1	1	1	4	1.01752393079659	1	304.440002441406	78.3892288208008	1
7932	4.80408055264272	802.473496589683	579.907	2	1	4	5	3	1	2	2	1	9	.920657050007229	1	579.906982421875	802.473510742188	2
7926	1.46284650343911	259.288593866473	370.5	2	1	4	4	1	2	5	2	3	5	.280340833529276	1	370.5	259.288604736328	5
7922	3.80900164691836	406.755	682.804	2	1	4	4	3	1	2	2	1	2	.729959496161123	1	682.804016113281	406.755004882813	2
7922	7.3852099824513	661.33174564575	830.09	1	1	4	5	3	1	3	3	1	8	1.41530633419277	0	830.090026855469	661.331726074219	3
7918	6.12097158686654	133.49	120	2	2	4	3	1	2	2	2	1	11	1.17302688466425	1	120	133.490005493164	2
7917	7.60948521990123	344.084539785224	603.84	1	1	1	3	2	1	2	2	1	2	1.45828658322018	0	603.840026855469	344.084533691406	2
7915	5.25273930107228	228.960843541943	606.72	1	1	1	3	3	2	1	1	1	11	1.00663829767009	0	606.719970703125	228.960845947266	1
7915	4.63340891992051	585.313382383094	398.635384615385	1	1	1	3	3	1	2	2	1	8	.887949429853876	0	398.635375976563	585.313354492188	2
7914	5.95898977442496	62.945	181.7625	1	1	1	1	2	1	1	1	1	8	1.14198458719169	0	181.762496948242	62.9449996948242	1
7907	4.53715538142878	781.695	1184.99	2	1	4	5	3	1	2	2	1	12	.869503340570088	1	1184.98999023438	781.695007324219	2
7904	2.00631710187319	352.735	1061.92	2	1	4	4	2	2	5	3	3	6	.384491884378066	1	1061.92004394531	352.734985351563	5
7903	3.73801736369738	1018.6131813597	1184.99	2	1	1	1	3	2	2	2	1	11	.716356023015538	1	1184.98999023438	1018.61315917969	2
7903	4.69778155123629	674.485420159153	791.882	2	1	1	3	3	1	5	2	3	5	.900285841826774	1	791.882019042969	674.485412597656	5
7896	3.73392746569963	1175	661.104	2	1	4	5	3	1	2	2	1	2	.715572232364199	1	661.10400390625	1175	2
7895	3.91827717742257	832.438903767747	1184.99	1	1	1	1	3	1	2	2	1	3	.750901128269403	0	1184.98999023438	832.438903808594	2
7892	3.48386317858628	329.733261378414	347.637	2	1	4	5	3	1	1	1	1	9	.667649753470857	1	347.636993408203	329.733276367188	1
7887	4.41842412117262	679.294733293436	1184.99	1	1	1	1	3	2	4	2	3	11	.846749606403216	0	1184.98999023438	679.294738769531	4
7885	3.8389956229909	1175	1184.99	2	1	2	1	3	1	4	2	3	4	.735707560796249	1	1184.98999023438	1175	4
7883	4.13455499971837	479.534681834276	619.089	2	1	4	5	3	1	2	2	1	6	.792348747574475	1	619.088989257813	479.53466796875	2
7882	7.66405586979254	115.58	180.03	2	1	4	5	1	1	1	1	1	7	1.46874453724393	1	180.029998779297	115.580001831055	1
7879	7.31369668050945	716.175891570922	1184.99	1	1	1	1	3	1	3	3	1	11	1.40160147956334	0	1184.98999023438	716.175903320313	3
7878	5.80585479247411	244.341589890766	138.61	2	1	4	3	1	2	3	1	3	2	1.11263770193636	1	138.610000610352	244.341583251953	3
7874	5.93607682923104	705.636281632862	1111.7	1	1	1	1	3	2	2	2	1	2	1.137593535814	0	1111.69995117188	705.636291503906	2
7873	5.76343062172663	249.108993743788	287.822	2	1	4	5	3	1	1	1	1	9	1.10450750689458	1	287.821990966797	249.108993530273	1
7873	4.71023208226554	122.44	150.002	2	2	4	5	1	2	1	1	1	4	.902671869505287	1	150.001998901367	122.440002441406	1
7864	5.49280490272656	243.545	145.85	2	1	3	4	3	1	1	1	1	7	1.05264462212809	1	145.850006103516	243.544998168945	1
7863	6.6851914236611	402.084503123848	194.26	2	1	4	4	2	2	3	2	2	8	1.28115433273818	1	194.259994506836	402.084503173828	3
7858	4.42151527384473	121.328385371753	186.312	2	2	4	5	3	1	1	1	1	8	.847341996865665	1	186.311996459961	121.328384399414	1
7857	5.19895511475029	224.700243523581	372.752	2	2	4	5	1	1	1	1	1	8	.996331062024547	1	372.752014160156	224.700241088867	1
7847	4.37928560404483	351.263800477422	479.24	1	1	2	1	3	2	2	2	1	3	.839249076109088	0	479.239990234375	351.263793945313	2
7846	7.77035098016067	297.553819299193	373.434	2	1	4	5	3	2	3	3	1	11	1.48911499974333	1	373.433990478516	297.553833007813	3
7841	8.84916046156937	526.253951770859	1184.99	1	1	1	2	3	2	4	2	3	7	1.69585873432272	0	1184.98999023438	526.253967285156	4
7835	2.75048686374504	173.165	310.224	2	2	4	5	1	1	2	2	1	5	.527105050448446	1	310.223999023438	173.164993286133	2
7834	3.77837920109944	697.979523352997	1184.99	1	1	1	1	3	1	4	2	3	6	.724090991184423	0	1184.98999023438	697.979553222656	4
7819	4.96318500464976	226.975479615923	264.59	2	1	2	3	3	2	2	1	2	11	.95114792829761	1	264.589996337891	226.975479125977	2
7817	7.56377304944679	99.9772773007302	175.217	2	2	4	5	2	2	1	1	1	5	1.44952627382511	1	175.216995239258	99.9772796630859	1
7808	3.22988973188385	396.524619551887	399.932	2	1	4	5	3	1	2	2	1	4	.618978120749669	1	399.932006835938	396.524627685547	2
7808	4.98519945372996	385.293752351847	409.35	2	1	4	1	3	1	1	1	1	2	.95536679130909	1	409.350006103516	385.293762207031	1
7805	4.57835128962423	123.873655486724	244.432	2	2	4	5	3	1	1	1	1	8	.877398150595854	1	244.432006835938	123.873657226563	1
7802	7.11545642149715	656.373907110033	873.913076923077	1	1	1	3	3	1	2	2	1	11	1.36361059034843	0	873.9130859375	656.373901367188	2
7800	7.8178532646319	507.266467237084	450.03	1	1	4	2	3	1	4	4	1	7	1.49821836772616	0	450.029998779297	507.266479492188	4
7796	3.73801736369738	608.064848612781	839.799	2	1	4	5	3	1	2	2	1	11	.716356023015538	1	839.799011230469	608.064819335938	2
7794	4.39594619126779	592.662802963404	1032.2475	1	1	1	1	3	2	3	3	1	4	.842441921631971	0	1032.24755859375	592.662780761719	3
7791	5.06531834268602	252.184580521331	399.36	1	1	2	2	3	2	4	2	3	5	.970720826102609	0	399.359985351563	252.184585571289	4
7789	2.76243146388778	355.039417172496	458.18	2	1	2	3	1	2	5	1	3	4	.529394121210359	1	458.179992675781	355.039428710938	5
7786	5.53808881767384	240.038544513258	450.4225	1	1	1	2	3	1	3	2	2	8	1.06132286036562	0	450.422485351563	240.038543701172	3
7785	3.98223337681976	551.480722572709	707.25641025641	1	1	1	3	3	1	2	2	1	1	.763157734964788	0	707.256408691406	551.480712890625	2
7785	3.63387351834348	255.845	343.332	2	2	4	5	3	1	2	2	1	2	.696397830310551	1	343.332000732422	255.845001220703	2
7776	6.34497961558426	684.614858419907	1184.99	1	1	1	1	3	1	3	2	2	10	1.21595592564042	0	1184.98999023438	684.614868164063	3
7773	4.19536866933555	221.889743598322	454.65	1	1	2	1	3	1	2	2	1	2	.804003117865804	0	454.649993896484	221.889739990234	2
7771	5.72015010913226	173.656801232524	184.91	1	1	1	2	3	1	1	1	1	3	1.09621320195708	0	184.910003662109	173.656799316406	1
7771	4.13688178560909	99.0416906689391	212.8295	2	2	4	5	1	1	1	1	1	2	.7927946543012	1	212.829498291016	99.0416870117188	1
7760	5.05273985209899	316.508597391815	695.332	2	1	4	5	3	2	2	2	1	4	.968310276173127	1	695.331970214844	316.508605957031	2
7758	1.62250851582853	335.486923076923	272.1	2	1	4	3	1	2	4	1	3	5	.310938563045654	1	272.100006103516	335.486907958984	4
7757	4.93495780942124	275.808076349634	573.575	1	1	1	3	3	2	1	1	1	8	.945738450666189	0	573.575012207031	275.808074951172	1
7755	4.04981677640059	466.963838245373	575.57	1	1	1	3	3	1	3	2	2	5	.77610946060838	0	575.570007324219	466.963836669922	3
7754	4.45925542688446	276.451668338462	219.61	1	1	2	3	3	2	3	2	2	1	.854574543777325	0	219.610000610352	276.45166015625	3
7752	6.70232448709591	656.984722423803	1184.99	1	1	1	1	2	2	2	2	1	8	1.28443772390255	0	1184.98999023438	656.984741210938	2
7748	4.23928981296629	456.687751414019	787.39	2	1	2	1	3	1	2	2	1	6	.812420193742223	1	787.390014648438	456.687744140625	2
7743	4.79201031459896	167.17	244.272	2	1	3	4	1	2	2	2	1	8	.918343901918124	1	244.272003173828	167.169998168945	2
7742	4.06150118205115	303.644761979853	497.27	1	1	1	3	3	1	2	2	1	6	.778348667532464	0	497.269989013672	303.644775390625	2
7735	4.60299525044971	584.483520434806	826.09	1	1	1	3	2	1	2	2	1	8	.882120934909202	0	826.090026855469	584.483520507813	2
7727	5.54066546408062	639.070629090605	991.925705128205	1	1	1	1	3	2	2	2	1	8	1.06181665052042	0	991.925720214844	639.070617675781	2
7727	3.18327469388702	361.896106723906	363.92	2	1	4	5	3	1	2	2	1	6	.610044785245017	1	363.920013427734	361.896118164063	2
7725	4.40096562476746	225.107607471003	566.382	2	1	4	5	3	1	1	1	1	10	.8434038490576	1	566.382019042969	225.107604980469	1
7725	3.97700145585249	434.014393089355	752.0865	2	1	4	5	3	1	2	2	1	9	.762155086305838	1	752.086486816406	434.014404296875	2
7723	5.71440032730969	373.1790848262	484.2375	2	1	4	5	3	1	2	2	1	7	1.09511131011473	1	484.237487792969	373.179077148438	2
7722	3.81521957868357	1149.00829239803	796.33	1	1	1	1	3	2	1	1	1	5	.731151104555982	0	796.330017089844	1149.00830078125	1
7722	4.83447938319657	87.217371372494	295.287	2	2	4	5	3	1	1	1	1	6	.926482701212429	1	295.286987304688	87.2173690795898	1
7720	5.37299656891452	146.558011828887	636.62	1	1	1	3	3	1	3	2	2	3	1.0296844769005	0	636.619995117188	146.558013916016	3
7720	3.91827717742257	360.867932195215	321.78	2	1	4	5	3	1	2	2	1	3	.750901128269403	1	321.779998779297	360.867919921875	2
7719	5.77271237346938	541.225039305915	547.51	1	1	1	3	1	1	3	2	2	11	1.10628626769694	0	547.510009765625	541.225036621094	3
7712	3.97700145585249	664.180169405946	655.649	2	1	4	5	3	1	2	2	1	9	.762155086305838	1	655.648986816406	664.18017578125	2
7712	4.96965108707142	829.210937226996	1184.99	1	1	1	1	3	1	4	2	3	7	.952387092441965	0	1184.98999023438	829.2109375	4
7710	4.46066685607608	486.684123043644	751.93	1	1	1	3	3	1	4	2	3	5	.854845030964542	0	751.929992675781	486.684112548828	4
7708	3.8381242501627	224.23	271.742	2	1	4	5	3	2	1	1	1	12	.735540570353711	1	271.742004394531	224.229995727539	1
7708	3.80690905662646	1175	1184.99	1	1	1	1	3	1	2	2	1	6	.729558470827785	0	1184.98999023438	1175	2
7704	2.74937194685157	389.849220369147	721.12	1	1	1	1	3	1	3	2	2	5	.526891387066475	0	721.119995117188	389.849212646484	3
7702	4.75699368794552	434.093152249274	802.97	1	1	1	3	3	1	5	3	3	3	.91163329333388	0	802.969970703125	434.093139648438	5
7699	4.82226286373306	799.986127703591	996.814	2	1	4	5	3	1	2	2	1	1	.924141519659083	1	996.814025878906	799.986145019531	2
7699	15.284418028041	889.066642792467	1184.99	1	1	1	1	3	1	4	4	1	7	2.92911558384105	0	1184.98999023438	889.066650390625	4
7697	5.43826636617874	124.035965225937	149.39	2	2	4	5	2	2	1	1	1	8	1.04219282232589	1	149.389999389648	124.03596496582	1
7697	6.23360652436091	223.509182418019	417	1	2	1	3	1	1	1	1	1	2	1.19461231566296	0	417	223.509185791016	1
7692	4.65693627876906	499.638959910871	539.31	1	1	1	1	1	1	4	2	3	8	.892458227854787	0	539.309997558594	499.638946533203	4
7687	4.93662139979331	111.33682798831	244.814	2	1	4	5	3	1	2	2	1	9	.946057262182271	1	244.813995361328	111.33683013916	2
7685	3.545886023618	793.885456445473	450.99	2	1	4	5	3	2	1	1	1	1	.679535850907035	1	450.989990234375	793.885437011719	1
7679	4.05256919046967	508.591873301085	1127.76	1	1	1	1	3	1	3	2	2	5	.776636934989683	0	1127.76000976563	508.591888427734	3
7678	3.03993395663855	236.265	174.54	2	2	4	5	1	2	3	2	2	4	.582574875268498	1	174.539993286133	236.264999389648	3
7677	5.16810246104335	347.850234034833	294.83	1	1	1	1	2	2	1	1	1	8	.990418439861894	0	294.829986572266	347.850219726563	1
7675	3.92027652043416	446.181724244175	1132.58	1	1	1	2	3	1	2	2	1	8	.751284283634687	0	1132.57995605469	446.181732177734	2
7667	5.24817887877005	635.752070578404	1178.0958974359	1	1	1	1	3	2	2	2	1	9	1.00576433544203	0	1178.09594726563	635.752075195313	2
7667	3.95852442093258	278.771376929824	303.0925	2	2	4	5	3	1	2	2	1	4	.758614135591994	1	303.092498779297	278.771362304688	2
7665	4.93662139979331	488.956626728781	367.0415	2	2	4	5	3	1	2	2	1	9	.946057262182271	1	367.04150390625	488.956634521484	2
7661	7.42539897976723	180.195783949244	554.65	2	2	4	5	3	2	1	1	1	7	1.42300817917771	1	554.650024414063	180.195785522461	1
7660	3.79390403975062	330.079657069598	388.61	2	1	4	2	3	2	1	1	1	4	.727066181129266	1	388.609985351563	330.079650878906	1
7656	3.65907619016481	539.744123890083	634.37	1	1	1	2	3	1	2	2	1	2	.701227686354192	0	634.369995117188	539.744140625	2
7654	4.42729371712065	358.4	299.282	2	2	4	5	2	2	1	1	1	6	.84844938140715	1	299.282012939453	358.399993896484	1
7654	6.16924825141322	1175	1184.99	1	1	1	1	3	1	5	2	3	7	1.18227865533685	0	1184.98999023438	1175	5
7652	4.21624837899919	876.933527674026	1184.99	1	1	1	1	3	1	5	2	3	9	.808004518694389	0	1184.98999023438	876.933532714844	5
7650	4.11634833658651	327.683515164982	367.5	2	1	2	3	1	2	3	1	3	7	.788859611081909	1	367.5	327.683502197266	3
7650	4.14225742762453	329.132856195215	602.25	1	1	4	1	3	2	2	2	1	3	.793824845753152	0	602.25	329.132843017578	2
7648	3.7930214349134	173.93	165.292	2	1	4	5	1	2	1	1	1	9	.726897038177383	1	165.292007446289	173.929992675781	1
7645	5.36569726316622	439.547426286781	631.75	1	2	1	1	1	2	4	1	3	8	1.02828563330833	0	631.75	439.547424316406	4
7639	5.22424445459515	359.140951445337	578.46	1	1	1	1	3	2	2	1	2	6	1.00117752718329	0	578.460021972656	359.140960693359	2
7638	6.31271985943469	408.574293397385	1184.99	1	1	2	1	3	1	1	1	1	7	1.20977364547147	0	1184.98999023438	408.574279785156	1
7636	2.63613651574792	520.671464545157	1184.99	1	1	1	3	3	1	4	2	3	1	.505190877090881	0	1184.98999023438	520.671447753906	4
7634	3.74477253228476	482.742492561369	717.9195	2	1	2	1	3	2	2	2	1	8	.717650587816401	1	717.919494628906	482.742492675781	2
7633	3.64045768948694	450.73050024232	1086.42	2	1	4	1	3	1	2	2	1	11	.697659625052594	1	1086.42004394531	450.730499267578	2
7632	5.03162665379292	529.162350367382	463.57	2	1	2	3	1	1	5	2	3	9	.964264129432728	1	463.570007324219	529.162353515625	5
7627	5.72424371048694	354.661766931845	77.82	2	2	3	4	2	2	1	1	1	6	1.0969977023221	1	77.8199996948242	354.661773681641	1
7621	2.58018452200204	153.394982861266	549.594	2	1	4	5	3	1	2	2	1	4	.494468201453026	1	549.593994140625	153.394989013672	2
7621	3.76903597986303	489.031422084644	950.57	1	1	2	1	3	1	3	3	1	4	.722300450329244	0	950.570007324219	489.031433105469	3
7619	4.47214724758131	198.96223634703	306.642	2	2	4	5	2	2	1	1	1	3	.857045140488168	1	306.641998291016	198.96223449707	1
7616	6.25183112669904	437.500537831502	896.61	1	1	1	1	2	1	1	1	1	3	1.19810489003642	0	896.609985351563	437.500549316406	1
7616	5.16580479257628	543.56800728656	577.3	1	1	1	1	1	1	2	2	1	9	.989978113216742	0	577.299987792969	543.567993164063	2
7615	4.18910984164754	398.607429425823	528.525	2	1	4	5	3	1	2	2	1	10	.802803672150312	1	528.525024414063	398.607421875	2
7614	7.93590066856679	511.613114522688	966.52	1	1	1	1	3	2	3	2	2	11	1.52084104723305	0	966.52001953125	511.613128662109	3
7612	5.50672214641492	312.887348174532	489.83	1	1	4	5	3	2	2	2	1	5	1.05531173155266	0	489.829986572266	312.887359619141	2
7609	4.65410035181528	822.5059238	711.89	1	1	1	1	3	1	3	2	2	8	.891914749011188	0	711.890014648438	822.505920410156	3
7607	5.28124014853214	1094.22606967483	1184.99	1	1	1	1	3	1	3	2	2	2	1.01210021818902	0	1184.98999023438	1094.22607421875	3
7605	7.12189257266787	472.213126440566	546.64	2	1	2	3	1	2	5	2	3	7	1.36484401844884	1	546.640014648438	472.213134765625	5
7602	4.92154226784012	356.317692307692	391.8	2	1	4	5	1	1	3	1	3	8	.94316748775227	1	391.799987792969	356.317687988281	3
7600	7.94051597015823	608.629976194075	749.4275	1	1	3	1	1	2	3	3	1	9	1.52172552656297	0	749.427490234375	608.630004882813	3
7599	4.04850610964173	393.303019866948	313.862	2	2	1	2	3	1	2	2	1	3	.775858283597809	1	313.861999511719	393.303009033203	2
7599	6.33712221721608	181.029335526813	609.739	2	1	4	5	3	1	2	2	1	7	1.21445012882392	1	609.739013671875	181.029342651367	2
7591	3.73801736369738	334.347955499173	621.384	1	1	2	3	3	1	2	2	1	11	.716356023015538	0	621.383972167969	334.347961425781	2
7591	4.63449101089043	110.23	108.3	2	1	4	5	1	2	1	1	1	5	.888156802455	1	108.300003051758	110.230003356934	1
7580	7.44372804728972	1175	1184.99	1	1	1	1	3	1	4	4	1	8	1.42652077332549	0	1184.98999023438	1175	4
7578	7.7004142171795	1175	1184.99	1	1	1	1	3	1	3	3	1	6	1.47571227404218	0	1184.98999023438	1175	3
7575	3.51931664052863	208.661437715054	252.84	2	1	4	5	3	2	2	2	1	6	.674444077447468	1	252.839996337891	208.661437988281	2
7572	6.48893210484644	203.781459030429	644.81	1	1	4	5	3	2	2	2	1	11	1.2435430721616	0	644.809997558594	203.781463623047	2
7569	5.1543956788326	288.675	0	2	1	4	4	2	2	1	1	1	2	.987791663408635	1	0	288.674987792969	1
7569	3.65302952394314	332.40491891322	645.74	1	1	1	3	3	2	3	2	2	4	.700068899396933	0	645.739990234375	332.404907226563	3
7563	5.22484246458503	457.599102150161	464.65	1	1	2	2	3	2	2	2	1	2	1.00129213019778	0	464.649993896484	457.599090576172	2
7560	6.05673851341736	124.446894684331	369.23	2	1	4	5	3	2	1	1	1	6	1.1607172176496	1	369.230010986328	124.446891784668	1
7559	4.71683999108664	102.495	150.19	2	2	3	4	1	2	2	1	2	5	.903938213350959	1	150.190002441406	102.495002746582	2
7558	7.75841666884312	687.098152249274	414.5925	1	1	1	2	2	1	2	2	1	3	1.48682790073841	0	414.592498779297	687.09814453125	2
7557	3.7930214349134	229.904427396943	213.987	2	2	4	5	3	2	1	1	1	9	.726897038177383	1	213.986999511719	229.904434204102	1
7555	7.1528783719106	362.353676379603	513.58	1	1	1	1	2	1	1	1	1	6	1.37078215670658	0	513.580017089844	362.353668212891	1
7552	4.05211143990006	133.09	148.522	2	2	4	5	1	2	1	1	1	5	.776549211379633	1	148.522003173828	133.089996337891	1
7550	3.88200724447348	234.882648009417	375.655	2	1	2	3	3	2	2	2	1	5	.743950335270209	1	375.654998779297	234.88264465332	2
7544	7.89706231977723	230.747256236703	245.392	2	1	4	1	1	1	1	1	1	11	1.51339804139001	1	245.391998291016	230.747253417969	1
7542	3.89371512338447	187.186610904124	222.752	2	2	4	5	3	1	1	1	1	8	.746194040624838	1	222.751998901367	187.186614990234	1
7540	3.93324507893153	763.625126026502	1178.61	1	1	1	1	3	1	2	2	1	6	.753769586426387	0	1178.60998535156	763.625122070313	2
7540	4.27627573264139	1175	1184.99	2	1	4	5	3	1	2	2	1	10	.819508198892584	1	1184.98999023438	1175	2
7539	3.42770832193448	608.654290349821	1184.99	1	1	4	1	3	1	4	4	1	11	.656888201056798	0	1184.98999023438	608.654296875	4
7532	4.68737074096467	267.424023129968	459.71	1	1	1	3	1	1	1	1	1	2	.898290707530456	0	459.709991455078	267.424011230469	1
7530	8.50445779333625	513.665	484.79	1	1	1	2	2	1	5	2	3	7	1.62979969593075	0	484.790008544922	513.664978027344	5
7525	10.4127088387765	669.457698954115	1176.62	1	1	1	1	3	1	2	2	1	7	1.99549813893495	0	1176.61999511719	669.457702636719	2
7512	6.8299511233379	979.452530509617	1184.99	1	1	1	1	2	1	2	2	1	6	1.30889617357619	0	1184.98999023438	979.452514648438	2
7511	7.03793483134197	257.620471806346	320.03	1	1	2	3	3	2	3	3	1	9	1.34875430354765	0	320.029998779297	257.620483398438	3
7508	6.42016302391418	161.354443084637	392.58	2	2	4	5	3	2	1	1	1	6	1.23036412179034	1	392.579986572266	161.354446411133	1
7504	3.05744747798376	222.034126134725	440.692	1	1	4	5	3	2	3	2	2	5	.585931177628594	0	440.691986083984	222.034118652344	3
7504	5.75441309890653	1175	529.63	2	1	4	5	3	1	2	2	1	11	1.10277938309088	1	529.630004882813	1175	2
7503	4.69877651114405	528.953625171697	1066.91	1	1	1	1	3	2	2	2	1	11	.900476516575776	0	1066.91003417969	528.95361328125	2
7498	9.94554500123113	1017.85633411312	1184.99	1	1	1	3	3	1	4	4	1	11	1.90597056423433	0	1184.98999023438	1017.85632324219	4
7492	9.50451087980092	235.549362913683	521.572	2	2	4	5	3	2	1	1	1	9	1.82145050493492	1	521.572021484375	235.549362182617	1
7491	5.31945635874275	782.133875719954	535.32358974359	2	1	2	3	3	2	4	1	3	3	1.01942399699943	1	535.323608398438	782.133850097656	4
7491	5.55084064858756	245.189604731622	604.042	2	1	4	5	3	1	3	3	1	2	1.06376662934546	1	604.0419921875	245.189605712891	3
7489	5.18533804192426	379.182726368716	688.98	1	1	1	3	3	1	2	2	1	1	.993721477534786	0	688.97998046875	379.182739257813	2
7486	5.86999846840714	486.932707713973	528.822	1	1	1	3	2	1	2	2	1	2	1.12493023675421	0	528.822021484375	486.932708740234	2
7485	7.0579170943287	829.51184916167	1178.775	1	1	1	1	2	2	2	2	1	6	1.35258371712476	0	1178.77502441406	829.511840820313	2
7483	6.00529641665872	552.516842125151	644.285	1	1	1	2	3	1	5	2	3	9	1.15085882153633	0	644.284973144531	552.516845703125	5
7475	7.1184594663269	249.282581826283	290.894	2	2	4	5	1	2	2	2	1	2	1.36418609576798	1	290.894012451172	249.282577514648	2
7475	5.79129854600664	115.68	54	2	1	4	3	2	2	1	1	1	10	1.10984813361312	1	54	115.680000305176	1
7468	4.56366250171379	448.3352500156	1006.7975	1	1	1	1	3	1	2	2	1	10	.874583181946263	0	1006.79748535156	448.335235595703	2
